"Timestamp","الحي السكني","معدل الاستهلاك الشهري بالريال (تقريبا)","ماهي الفترات الزمنية التي يعمل خلالها الجهاز؟ [ثلاجة]","ماهي الفترات الزمنية التي يعمل خلالها الجهاز؟ [فريزر]","ماهي الفترات الزمنية التي يعمل خلالها الجهاز؟ [مكيف]","ماهي الفترات الزمنية التي يعمل خلالها الجهاز؟ [تلفاز]","ماهي الفترات الزمنية التي يعمل خلالها الجهاز؟ [انارة]","ماهي الفترات الزمنية التي يعمل خلالها الجهاز؟ [مايكروايف]","ماهي الفترات الزمنية التي يعمل خلالها الجهاز؟ [فرن]","ماهي الفترات الزمنية التي يعمل خلالها الجهاز؟ [غسالة ملابس]","ماهي الفترات الزمنية التي يعمل خلالها الجهاز؟ [غسالة صحون]","ماهي الفترات الزمنية التي يعمل خلالها الجهاز؟ [مكنسة]","ماهي الفترات الزمنية التي يعمل خلالها الجهاز؟ [برادة المياه]","ماهي الفترات الزمنية التي يعمل خلالها الجهاز؟ [دفاية]","ماهي الفترات الزمنية التي يعمل خلالها الجهاز؟ [كاوية ملابس]","ماهي الفترات الزمنية التي يعمل خلالها الجهاز؟ [سخان مياه]","ماهي الفترات الزمنية التي يعمل خلالها الجهاز؟ [مروحة]","ماهي الفترات الزمنية التي يعمل خلالها الجهاز؟ [توستر]","ماهي الفترات الزمنية التي يعمل خلالها الجهاز؟ [الغلاية]","ماهي الفترات الزمنية التي يعمل خلالها الجهاز؟ [صانع قهوة]","ماهي الفترات الزمنية التي يعمل خلالها الجهاز؟ [خلاط]","ماهي الفترات الزمنية التي يعمل خلالها الجهاز؟ [كمبيوتر]","كم عدد الأجهزة في المنزل من نفس النوع؟ [ثلاجة]","كم عدد الأجهزة في المنزل من نفس النوع؟ [فريزر]","كم عدد الأجهزة في المنزل من نفس النوع؟ [مكيف]","كم عدد الأجهزة في المنزل من نفس النوع؟ [تلفاز]","كم عدد الأجهزة في المنزل من نفس النوع؟ [انارة]","كم عدد الأجهزة في المنزل من نفس النوع؟ [مايكروايف]","كم عدد الأجهزة في المنزل من نفس النوع؟ [فرن]","كم عدد الأجهزة في المنزل من نفس النوع؟ [غسالة ملابس]","كم عدد الأجهزة في المنزل من نفس النوع؟ [غسالة صحون]","كم عدد الأجهزة في المنزل من نفس النوع؟ [مكنسة]","كم عدد الأجهزة في المنزل من نفس النوع؟ [برادة المياه]","كم عدد الأجهزة في المنزل من نفس النوع؟ [دفاية]","كم عدد الأجهزة في المنزل من نفس النوع؟ [كاوية ملابس]","كم عدد الأجهزة في المنزل من نفس النوع؟ [سخان مياه]","كم عدد الأجهزة في المنزل من نفس النوع؟ [مروحة]","كم عدد الأجهزة في المنزل من نفس النوع؟ [توستر]","كم عدد الأجهزة في المنزل من نفس النوع؟ [الغلاية]","كم عدد الأجهزة في المنزل من نفس النوع؟ [صانع قهوة]","كم عدد الأجهزة في المنزل من نفس النوع؟ [خلاط]","كم عدد الأجهزة في المنزل من نفس النوع؟ [كمبيوتر]","ماهو متوسط عدد ساعات التشغيل في اليوم؟ [ثلاجة]","ماهو متوسط عدد ساعات التشغيل في اليوم؟ [فريزر]","ماهو متوسط عدد ساعات التشغيل في اليوم؟ [مكيف]","ماهو متوسط عدد ساعات التشغيل في اليوم؟ [تلفاز]","ماهو متوسط عدد ساعات التشغيل في اليوم؟ [انارة]","ماهو متوسط عدد ساعات التشغيل في اليوم؟ [مايكروايف]","ماهو متوسط عدد ساعات التشغيل في اليوم؟ [فرن]","ماهو متوسط عدد ساعات التشغيل في اليوم؟ [غسالة ملابس]","ماهو متوسط عدد ساعات التشغيل في اليوم؟ [غسالة صحون]","ماهو متوسط عدد ساعات التشغيل في اليوم؟ [مكنسة]","ماهو متوسط عدد ساعات التشغيل في اليوم؟ [برادة المياه]","ماهو متوسط عدد ساعات التشغيل في اليوم؟ [دفاية]","ماهو متوسط عدد ساعات التشغيل في اليوم؟ [كاوية ملابس]","ماهو متوسط عدد ساعات التشغيل في اليوم؟ [سخان مياه]","ماهو متوسط عدد ساعات التشغيل في اليوم؟ [مروحة]","ماهو متوسط عدد ساعات التشغيل في اليوم؟ [توستر]","ماهو متوسط عدد ساعات التشغيل في اليوم؟ [الغلاية]","ماهو متوسط عدد ساعات التشغيل في اليوم؟ [صانع قهوة]","ماهو متوسط عدد ساعات التشغيل في اليوم؟ [خلاط]","ماهو متوسط عدد ساعات التشغيل في اليوم؟ [كمبيوتر]"
"2025/11/11 6:26:23 PM GMT+3","اسكان اعضاء هيئة التدريس، جامعة الأمير سطام بن عبد العزيز","250 (معدل ثابت)","طوال اليوم","طوال اليوم","بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12);فجرا (من 12 الى 6)","مساءً (من 6 الى 12)","بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12)","مساءً (من 6 الى 12)","صباحا (من 6 الى 12);بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12)","مساءً (من 6 الى 12);فجرا (من 12 الى 6)","فجرا (من 12 الى 6)","بعد ظهر (من 12 الى 6)","طوال اليوم","مساءً (من 6 الى 12);فجرا (من 12 الى 6)","بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12)","طوال اليوم","بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12)","صباحا (من 6 الى 12);بعد ظهر (من 12 الى 6)","صباحا (من 6 الى 12);بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12)","صباحا (من 6 الى 12);مساءً (من 6 الى 12)","مساءً (من 6 الى 12)","بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12)","2","2","3","1","أكثر من 5","1","1","1","1","1","1","1","1","4","1","1","1","1","1","2","أكثر من 5","أكثر من 5","أكثر من 5","أكثر من 5","أكثر من 5","1","4","3","3","1","أكثر من 5","1","1","أكثر من 5","1","1","1","1","1","4"
"2025/11/11 9:50:15 PM GMT+3","الروابي ","700","صباحا (من 6 الى 12);طوال اليوم","طوال اليوم","بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12)","بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12)","مساءً (من 6 الى 12)","بعد ظهر (من 12 الى 6)","بعد ظهر (من 12 الى 6)","صباحا (من 6 الى 12);بعد ظهر (من 12 الى 6)","صباحا (من 6 الى 12);بعد ظهر (من 12 الى 6)","صباحا (من 6 الى 12);بعد ظهر (من 12 الى 6)","فجرا (من 12 الى 6)","","صباحا (من 6 الى 12)","فجرا (من 12 الى 6)","","صباحا (من 6 الى 12)","فجرا (من 12 الى 6)","صباحا (من 6 الى 12)","صباحا (من 6 الى 12);بعد ظهر (من 12 الى 6)","بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12)","2","1","4","4","4","1","2","1","1","2","1","","2","4","","2","1","3","3","4","4","4","4","4","4","1","2","2","2","2","5","","2","1","","1","1","1","1","4"
"2025/11/11 9:53:32 PM GMT+3","الرياض- حي الشفاء","2000","طوال اليوم","طوال اليوم","بعد ظهر (من 12 الى 6);فجرا (من 12 الى 6)","","بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12)","مساءً (من 6 الى 12)","بعد ظهر (من 12 الى 6)","بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12)","بعد ظهر (من 12 الى 6)","بعد ظهر (من 12 الى 6)","بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12)","بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12);فجرا (من 12 الى 6)","بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12)","طوال اليوم","","بعد ظهر (من 12 الى 6)","بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12)","مساءً (من 6 الى 12)","بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12)","بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12)","3","3","5","5","5","2","1","2","1","1","1","3","1","5","3","1","1","1","3","3","أكثر من 5","أكثر من 5","أكثر من 5","أكثر من 5","أكثر من 5","1","2","4","1","1","1","4","2","أكثر من 5","1","1","2","1","2","3"
"2025/11/11 9:56:43 PM GMT+3","السلميه","1800","طوال اليوم","طوال اليوم","فجرا (من 12 الى 6)","بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12);فجرا (من 12 الى 6)","طوال اليوم","بعد ظهر (من 12 الى 6)","بعد ظهر (من 12 الى 6)","صباحا (من 6 الى 12)","صباحا (من 6 الى 12)","فجرا (من 12 الى 6)","فجرا (من 12 الى 6)","فجرا (من 12 الى 6)","فجرا (من 12 الى 6)","فجرا (من 12 الى 6)","فجرا (من 12 الى 6)","فجرا (من 12 الى 6)","صباحا (من 6 الى 12)","صباحا (من 6 الى 12)","صباحا (من 6 الى 12)","صباحا (من 6 الى 12);بعد ظهر (من 12 الى 6)","2","1","5","1","أكثر من 5","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","أكثر من 5","أكثر من 5","أكثر من 5","4","4","4","4","1","1","1","1","1","1","1","1","1","1","1","1","1"
"2025/11/11 9:57:07 PM GMT+3","الرياض حي النرجس","٥٠٠","طوال اليوم","طوال اليوم","طوال اليوم","طوال اليوم","طوال اليوم","مساءً (من 6 الى 12)","مساءً (من 6 الى 12)","مساءً (من 6 الى 12)","فجرا (من 12 الى 6)","فجرا (من 12 الى 6)","فجرا (من 12 الى 6)","مساءً (من 6 الى 12)","مساءً (من 6 الى 12)","مساءً (من 6 الى 12)","مساءً (من 6 الى 12)","مساءً (من 6 الى 12)","مساءً (من 6 الى 12)","فجرا (من 12 الى 6)","فجرا (من 12 الى 6)","طوال اليوم","4","3","5","4","أكثر من 5","2","2","2","2","2","2","2","2","2","3","1","2","1","2","3","3","3","3","3","3","3","3","3","3","3","3","أكثر من 5","3","3","3","2","1","2","2","2"
"2025/11/11 10:04:16 PM GMT+3","الرياض-قرطبة","٨٥٠","طوال اليوم","طوال اليوم","مساءً (من 6 الى 12)","بعد ظهر (من 12 الى 6)","طوال اليوم","طوال اليوم","طوال اليوم","طوال اليوم","طوال اليوم","صباحا (من 6 الى 12);بعد ظهر (من 12 الى 6)","طوال اليوم","صباحا (من 6 الى 12);بعد ظهر (من 12 الى 6)","مساءً (من 6 الى 12);فجرا (من 12 الى 6)","مساءً (من 6 الى 12);فجرا (من 12 الى 6)","","","طوال اليوم","","","","2","2","أكثر من 5","2","5","1","3","2","1","1","1","1","1","أكثر من 5","","1","1","1","1","1","أكثر من 5","أكثر من 5","أكثر من 5","5","أكثر من 5","أكثر من 5","4","4","أكثر من 5","3","أكثر من 5","3","3","3","","2","3","2","2","2"
"2025/11/11 10:12:20 PM GMT+3","حي الهدا. (٦)","١١٠٠ ريال شهريا في الصيف","طوال اليوم","مساءً (من 6 الى 12)","صباحا (من 6 الى 12);مساءً (من 6 الى 12)","مساءً (من 6 الى 12)","مساءً (من 6 الى 12)","مساءً (من 6 الى 12)","","بعد ظهر (من 12 الى 6)","","","طوال اليوم","","صباحا (من 6 الى 12)","","","","صباحا (من 6 الى 12);فجرا (من 12 الى 6)","","","","1","1","5","2","أكثر من 5","1","","1","","","1","","1","","","","","","","","أكثر من 5","أكثر من 5","5","3","5","1","","1","","","أكثر من 5","","","","","","1","","",""
"2025/11/11 10:24:11 PM GMT+3","حي البوادي","1000","صباحا (من 6 الى 12);بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12);فجرا (من 12 الى 6)","صباحا (من 6 الى 12);بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12);فجرا (من 12 الى 6)","","","مساءً (من 6 الى 12);فجرا (من 12 الى 6)","بعد ظهر (من 12 الى 6)","","بعد ظهر (من 12 الى 6)","","بعد ظهر (من 12 الى 6)","","","","صباحا (من 6 الى 12);بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12);فجرا (من 12 الى 6)","","","","","","صباحا (من 6 الى 12);بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12);فجرا (من 12 الى 6)","1","1","3","","","1","","1","","1","","","","2","","1","","","","1","4","4","1","","2","1","","1","","","","","","1","","","","","","4"
"2025/11/11 11:02:40 PM GMT+3","العزيزية","850","طوال اليوم","طوال اليوم","طوال اليوم","بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12)","مساءً (من 6 الى 12)","صباحا (من 6 الى 12)","بعد ظهر (من 12 الى 6)","بعد ظهر (من 12 الى 6)","","","طوال اليوم","فجرا (من 12 الى 6)","","صباحا (من 6 الى 12)","طوال اليوم","","طوال اليوم","","طوال اليوم","طوال اليوم","1","","3","1","أكثر من 5","1","1","1","","","1","","1","1","4","","1","","2","2","أكثر من 5","","أكثر من 5","5","أكثر من 5","3","1","1","","","أكثر من 5","1","3","3","5","","أكثر من 5","","3","4"
"2025/11/11 11:26:56 PM GMT+3","الخالدية ","١٥٠٠ ريال ","طوال اليوم","طوال اليوم","فجرا (من 12 الى 6)","طوال اليوم","طوال اليوم","بعد ظهر (من 12 الى 6)","صباحا (من 6 الى 12)","صباحا (من 6 الى 12)","صباحا (من 6 الى 12)","بعد ظهر (من 12 الى 6)","طوال اليوم","مساءً (من 6 الى 12)","مساءً (من 6 الى 12)","مساءً (من 6 الى 12);طوال اليوم","","فجرا (من 12 الى 6)","مساءً (من 6 الى 12)","مساءً (من 6 الى 12)","طوال اليوم","بعد ظهر (من 12 الى 6)","1","1","أكثر من 5","3","أكثر من 5","1","1","1","1","1","1","1","1","4","","1","1","1","1","1","أكثر من 5","أكثر من 5","أكثر من 5","3","3","3","1","1","1","3","3","3","3","3","3","3","3","3","3","3"
"2025/11/12 12:57:27 AM GMT+3","الشفا ","٥٧٠","صباحا (من 6 الى 12);طوال اليوم","صباحا (من 6 الى 12);طوال اليوم","صباحا (من 6 الى 12);طوال اليوم","صباحا (من 6 الى 12);طوال اليوم","طوال اليوم","طوال اليوم","مساءً (من 6 الى 12)","مساءً (من 6 الى 12)","مساءً (من 6 الى 12)","مساءً (من 6 الى 12)","طوال اليوم","فجرا (من 12 الى 6)","فجرا (من 12 الى 6)","مساءً (من 6 الى 12)","مساءً (من 6 الى 12)","","مساءً (من 6 الى 12)","مساءً (من 6 الى 12)","مساءً (من 6 الى 12)","طوال اليوم","3","1","أكثر من 5","2","أكثر من 5","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","أكثر من 5","أكثر من 5","أكثر من 5","4","أكثر من 5","أكثر من 5","3","3","3","3","3","3","3","3","3","3","3","3","3","أكثر من 5"
"2025/11/12 1:11:29 AM GMT+3","حي الجامعة","1500","طوال اليوم","طوال اليوم","طوال اليوم","مساءً (من 6 الى 12)","طوال اليوم","بعد ظهر (من 12 الى 6)","بعد ظهر (من 12 الى 6)","مساءً (من 6 الى 12)","مساءً (من 6 الى 12)","بعد ظهر (من 12 الى 6)","طوال اليوم","مساءً (من 6 الى 12)","صباحا (من 6 الى 12)","صباحا (من 6 الى 12);مساءً (من 6 الى 12)","مساءً (من 6 الى 12)","صباحا (من 6 الى 12)","صباحا (من 6 الى 12)","صباحا (من 6 الى 12)","بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12)","مساءً (من 6 الى 12);فجرا (من 12 الى 6)","1","1","5","2","أكثر من 5","1","1","1","1","1","1","1","1","3","4","1","1","1","1","2","1","1","3","2","4","3","2","1","1","1","2","2","2","4","2","2","2","2","1","4"
"2025/11/12 1:16:18 AM GMT+3","العزيزية","1050","طوال اليوم","طوال اليوم","طوال اليوم","طوال اليوم","طوال اليوم","فجرا (من 12 الى 6)","بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12)","مساءً (من 6 الى 12)","","فجرا (من 12 الى 6)","طوال اليوم","مساءً (من 6 الى 12);فجرا (من 12 الى 6)","مساءً (من 6 الى 12);فجرا (من 12 الى 6)","طوال اليوم","طوال اليوم","مساءً (من 6 الى 12)","بعد ظهر (من 12 الى 6)","بعد ظهر (من 12 الى 6)","","طوال اليوم","5","3","أكثر من 5","3","أكثر من 5","2","2","2","","2","2","2","2","4","4","1","2","2","1","أكثر من 5","أكثر من 5","أكثر من 5","أكثر من 5","5","أكثر من 5","1","2","4","","1","أكثر من 5","5","2","أكثر من 5","أكثر من 5","","1","1","1","أكثر من 5"
"2025/11/12 1:16:49 AM GMT+3","السلام","٦٠٠","طوال اليوم","طوال اليوم","طوال اليوم","بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12)","طوال اليوم","بعد ظهر (من 12 الى 6)","بعد ظهر (من 12 الى 6)","مساءً (من 6 الى 12)","بعد ظهر (من 12 الى 6)","بعد ظهر (من 12 الى 6)","طوال اليوم","بعد ظهر (من 12 الى 6)","بعد ظهر (من 12 الى 6)","طوال اليوم","بعد ظهر (من 12 الى 6)","بعد ظهر (من 12 الى 6)","بعد ظهر (من 12 الى 6)","بعد ظهر (من 12 الى 6)","بعد ظهر (من 12 الى 6)","بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12)","1","1","","4","أكثر من 5","1","1","1","1","1","1","1","1","1","4","1","1","1","1","1","3","3","3","3","3","3","3","3","3","3","3","3","2","4","2","1","1","1","1","4"
"2025/11/12 1:17:17 AM GMT+3","شقه","400/380","صباحا (من 6 الى 12);بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12);فجرا (من 12 الى 6)","صباحا (من 6 الى 12);بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12);فجرا (من 12 الى 6)","صباحا (من 6 الى 12);مساءً (من 6 الى 12);فجرا (من 12 الى 6)","صباحا (من 6 الى 12);مساءً (من 6 الى 12)","صباحا (من 6 الى 12);بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12);فجرا (من 12 الى 6)","مساءً (من 6 الى 12)","مساءً (من 6 الى 12)","مساءً (من 6 الى 12)","مساءً (من 6 الى 12)","","صباحا (من 6 الى 12);بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12);فجرا (من 12 الى 6)","صباحا (من 6 الى 12);فجرا (من 12 الى 6)","صباحا (من 6 الى 12)","صباحا (من 6 الى 12);بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12);فجرا (من 12 الى 6)","","","مساءً (من 6 الى 12)","مساءً (من 6 الى 12)","مساءً (من 6 الى 12)","صباحا (من 6 الى 12);بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12);فجرا (من 12 الى 6)","1","2","4","2","4","1","1","1","1","1","1","1","1","1","","","1","1","1","1","4","4","4","4","4","1","1","1","1","1","4","1","1","1","1","1","1","1","1","4"
"2025/11/12 1:22:11 AM GMT+3","الخزامى ","1500","صباحا (من 6 الى 12)","صباحا (من 6 الى 12)","صباحا (من 6 الى 12)","صباحا (من 6 الى 12)","صباحا (من 6 الى 12)","صباحا (من 6 الى 12)","صباحا (من 6 الى 12)","صباحا (من 6 الى 12)","صباحا (من 6 الى 12)","صباحا (من 6 الى 12)","","صباحا (من 6 الى 12)","صباحا (من 6 الى 12)","صباحا (من 6 الى 12)","صباحا (من 6 الى 12)","صباحا (من 6 الى 12)","صباحا (من 6 الى 12)","صباحا (من 6 الى 12)","صباحا (من 6 الى 12)","صباحا (من 6 الى 12)","1","2","4","4","4","1","1","2","1","2","1","4","","4","1","2","4","","3","3","2","1","1","1","2","2","2","2","1","2","1","2","2","2","2","1","","2","2","2"
"2025/11/12 1:24:35 AM GMT+3","حي الخالدية","٤٠٠","طوال اليوم","طوال اليوم","صباحا (من 6 الى 12);فجرا (من 12 الى 6)","بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12)","مساءً (من 6 الى 12);فجرا (من 12 الى 6)","بعد ظهر (من 12 الى 6)","بعد ظهر (من 12 الى 6)","فجرا (من 12 الى 6)","","مساءً (من 6 الى 12)","طوال اليوم","","","مساءً (من 6 الى 12)","","","بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12)","","","","2","1","أكثر من 5","3","","1","1","1","","1","1","2","","4","أكثر من 5","","1","1","1","","","","","","","","","","","","","","","","","","","","",""
"2025/11/12 1:27:52 AM GMT+3","الأندلس ","٣٠٠","طوال اليوم","طوال اليوم","طوال اليوم","مساءً (من 6 الى 12)","مساءً (من 6 الى 12)","صباحا (من 6 الى 12);مساءً (من 6 الى 12)","بعد ظهر (من 12 الى 6)","صباحا (من 6 الى 12)","صباحا (من 6 الى 12)","صباحا (من 6 الى 12)","طوال اليوم","فجرا (من 12 الى 6)","صباحا (من 6 الى 12)","فجرا (من 12 الى 6)","بعد ظهر (من 12 الى 6)","بعد ظهر (من 12 الى 6)","صباحا (من 6 الى 12)","صباحا (من 6 الى 12)","مساءً (من 6 الى 12)","صباحا (من 6 الى 12);بعد ظهر (من 12 الى 6)","1","1","5","2","أكثر من 5","1","1","1","1","2","1","1","2","2","1","1","1","1","2","1","أكثر من 5","أكثر من 5","أكثر من 5","2","أكثر من 5","1","3","3","3","1","أكثر من 5","أكثر من 5","1","1","1","1","1","1","1","3"
"2025/11/12 1:31:37 AM GMT+3","الجوهرة","1700","طوال اليوم","طوال اليوم","طوال اليوم","طوال اليوم","مساءً (من 6 الى 12)","مساءً (من 6 الى 12)","مساءً (من 6 الى 12)","فجرا (من 12 الى 6)","صباحا (من 6 الى 12)","صباحا (من 6 الى 12)","طوال اليوم","فجرا (من 12 الى 6)","بعد ظهر (من 12 الى 6)","طوال اليوم","طوال اليوم","بعد ظهر (من 12 الى 6)","بعد ظهر (من 12 الى 6)","بعد ظهر (من 12 الى 6)","بعد ظهر (من 12 الى 6)","بعد ظهر (من 12 الى 6)","5","5","أكثر من 5","أكثر من 5","أكثر من 5","3","4","5","1","1","1","4","1","أكثر من 5","أكثر من 5","1","","1","1","","أكثر من 5","أكثر من 5","أكثر من 5","أكثر من 5","أكثر من 5","1","1","1","1","1","أكثر من 5","3","1","أكثر من 5","1","1","1","1","1","5"
"2025/11/12 1:35:59 AM GMT+3","البرج","٨٠٠","طوال اليوم","طوال اليوم","بعد ظهر (من 12 الى 6);فجرا (من 12 الى 6)","صباحا (من 6 الى 12);فجرا (من 12 الى 6)","طوال اليوم","بعد ظهر (من 12 الى 6)","طوال اليوم","بعد ظهر (من 12 الى 6)","فجرا (من 12 الى 6)","بعد ظهر (من 12 الى 6)","طوال اليوم","فجرا (من 12 الى 6)","بعد ظهر (من 12 الى 6)","مساءً (من 6 الى 12)","بعد ظهر (من 12 الى 6)","مساءً (من 6 الى 12)","مساءً (من 6 الى 12)","بعد ظهر (من 12 الى 6)","مساءً (من 6 الى 12)","بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12)","2","1","أكثر من 5","3","أكثر من 5","2","2","1","1","1","2","3","2","أكثر من 5","1","2","2","2","2","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3"
"2025/11/12 1:40:36 AM GMT+3","حي وعيرة بالمدينة المنورة ","200 ريال تقريبا","صباحا (من 6 الى 12);بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12);فجرا (من 12 الى 6)","صباحا (من 6 الى 12);بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12);فجرا (من 12 الى 6)","بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12);فجرا (من 12 الى 6)","بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12)","صباحا (من 6 الى 12);بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12);فجرا (من 12 الى 6)","صباحا (من 6 الى 12);بعد ظهر (من 12 الى 6)","مساءً (من 6 الى 12)","صباحا (من 6 الى 12);بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12);فجرا (من 12 الى 6)","صباحا (من 6 الى 12);بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12);فجرا (من 12 الى 6)","بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12)","بعد ظهر (من 12 الى 6)","بعد ظهر (من 12 الى 6)","صباحا (من 6 الى 12);بعد ظهر (من 12 الى 6)","صباحا (من 6 الى 12);بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12);فجرا (من 12 الى 6)","بعد ظهر (من 12 الى 6)","بعد ظهر (من 12 الى 6)","بعد ظهر (من 12 الى 6)","بعد ظهر (من 12 الى 6)","بعد ظهر (من 12 الى 6)","بعد ظهر (من 12 الى 6)","2","1","3","1","4","1","1","1","1","1","1","1","1","2","2","1","1","1","1","1","4","4","4","3","4","2","1","2","1","1","1","1","1","4","2","1","1","1","1","1"
"2025/11/12 1:42:14 AM GMT+3","العزيزية","٦٠٠","طوال اليوم","طوال اليوم","طوال اليوم","بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12)","مساءً (من 6 الى 12);فجرا (من 12 الى 6)","مساءً (من 6 الى 12)","مساءً (من 6 الى 12)","مساءً (من 6 الى 12)","مساءً (من 6 الى 12)","مساءً (من 6 الى 12)","بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12)","مساءً (من 6 الى 12)","مساءً (من 6 الى 12)","فجرا (من 12 الى 6)","فجرا (من 12 الى 6)","صباحا (من 6 الى 12)","صباحا (من 6 الى 12)","صباحا (من 6 الى 12)","صباحا (من 6 الى 12)","صباحا (من 6 الى 12);بعد ظهر (من 12 الى 6)","3","3","أكثر من 5","4","أكثر من 5","3","2","3","2","3","3","4","3","5","2","3","3","4","3","2","أكثر من 5","أكثر من 5","أكثر من 5","5","أكثر من 5","1","1","1","1","1","أكثر من 5","1","1","4","1","1","1","1","1","3"
"2025/11/12 1:42:20 AM GMT+3","الخليج ","600","طوال اليوم","طوال اليوم","بعد ظهر (من 12 الى 6);فجرا (من 12 الى 6)","مساءً (من 6 الى 12)","طوال اليوم","صباحا (من 6 الى 12);فجرا (من 12 الى 6)","بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12);فجرا (من 12 الى 6)","بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12)","بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12)","بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12)","طوال اليوم","فجرا (من 12 الى 6)","صباحا (من 6 الى 12);مساءً (من 6 الى 12)","صباحا (من 6 الى 12);فجرا (من 12 الى 6)","مساءً (من 6 الى 12)","صباحا (من 6 الى 12);فجرا (من 12 الى 6)","صباحا (من 6 الى 12);مساءً (من 6 الى 12)","صباحا (من 6 الى 12);مساءً (من 6 الى 12)","مساءً (من 6 الى 12)","طوال اليوم","1","1","5","4","5","1","1","1","1","1","1","2","1","5","3","1","2","1","2","4","5","5","2","3","5","2","3","2","2","2","5","2","2","3","3","2","3","3","3","5"
"2025/11/12 1:46:15 AM GMT+3","الهدا","٥٠٠","طوال اليوم","طوال اليوم","فجرا (من 12 الى 6)","صباحا (من 6 الى 12)","مساءً (من 6 الى 12)","صباحا (من 6 الى 12)","","","","","طوال اليوم","","","طوال اليوم","","","صباحا (من 6 الى 12)","صباحا (من 6 الى 12)","","","1","1","أكثر من 5","أكثر من 5","أكثر من 5","1","1","1","1","1","1","1","5","أكثر من 5","","1","1","1","1","3","أكثر من 5","أكثر من 5","5","2","5","1","1","1","1","1","أكثر من 5","1","1","أكثر من 5","","","1","1","1","5"
"2025/11/12 1:47:23 AM GMT+3","النويعمه ","1300","طوال اليوم","طوال اليوم","فجرا (من 12 الى 6)","بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12)","طوال اليوم","مساءً (من 6 الى 12)","بعد ظهر (من 12 الى 6)","بعد ظهر (من 12 الى 6)","","بعد ظهر (من 12 الى 6)","بعد ظهر (من 12 الى 6)","مساءً (من 6 الى 12)","بعد ظهر (من 12 الى 6)","طوال اليوم","بعد ظهر (من 12 الى 6)","صباحا (من 6 الى 12)","صباحا (من 6 الى 12)","صباحا (من 6 الى 12)","صباحا (من 6 الى 12)","صباحا (من 6 الى 12)","4","1","أكثر من 5","3","أكثر من 5","1","2","2","1","2","1","1","2","2","2","1","2","1","2","1","1","2","2","2","3","3","3","3","3","2","2","2","2","2","2","3","3","3","3","1"
